,workorderid,wonum,location,description,comune,localita,via,civico,comune_loc,materiale,diametro,l_intervento,status,reportdate,anno,x,y,serv_cost,geometry
3292,569697,15ODL243531,25A01R12,perdita rete idrica in loc maestà dei saldi eseguita il 30 10 2015,licciana,MAESTÀ DEI SALDI,provinciale,,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,584827.5865,4903597.1942,256.11,POINT (584827.5865 4903597.1942)
3293,569766,15ODL243627,02A02R02,perdita rete idrica su strada provinciale in loc bigliolo,AULLA,BIGLIOLO,VIA MONTEBARELLI - LOC.PADULA 3,3,AULLA,PEAD,125.0,2.0,CLOSE,iso,2015,583824.0148,4898033.9597,278.2,POINT (583824.0148 4898033.9597)
3295,570691,15ODL244643,10A02R06,PERDITA STRADALE,CARRARA,AVENZA,VICO FIASCHI,19,CARRARA,PEAD,90.0,0.0,CLOSE,iso,2015,584420.4961,4877837.8374,832.54,POINT (584420.4961 4877837.8374)
3297,571033,15ODL244889,02A02R02,perdita rete idrica su strada provinciale in loc bigliolo,AULLA,BIGLIOLO,Strada principale di bigliolo 0,snc,AULLA,PEAD,125.0,6.0,CLOSE,iso,2015,583803.4453,4897970.0982,278.2,POINT (583803.4453 4897970.0982)
3307,583569,15ODL258005,25A01R16,perdita rete idrica su strada provinciale in loc maestà dei saldi esesguità il 22 11 2015,LICCIANA NARDI,LICCIANA NARDI,CORSO AERONAUTICA 54,54,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,584411.6081,4903343.7306,574.13,POINT (584411.6081 4903343.7306)
3308,583611,15ODL258068,25A01R16,perdita rete idrica su strada prov  massese n 74 al km 10,LICCIANA NARDI,LICCIANA NARDI,STRADA PROVINCIALE 74 MASSESE KM10 0,snc,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,583853.0501,4902847.8383,507.86,POINT (583853.0501 4902847.8383)
3309,583765,15ODL258281,25A01R16,perdita rete idrca in loc maestà dei saldii,LICCIANA NARDI,LICCIANA NARDI,VIA MAESTA'DEI SALDI 0,snc,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,584937.0438,4903698.6143,512.23,POINT (584937.0438 4903698.6143)
3310,583827,15ODL258374,25A01R16,perdita rete idrica su strada provinciale in loc maestà dei saldi,licciana,MAESTÀ DEI SALDI,maestà dei saldi,0,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,584901.9067,4903734.2755,256.11,POINT (584901.9067 4903734.2755)
3311,584004,15ODL258533,25A01R16,110,LICCIANA NARDI,LICCIANA NARDI,VIA MAESTA'DEI SALDI 0,,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,585103.3421,4903904.3874,512.23,POINT (585103.3421 4903904.3874)
3312,584499,15ODL259092,10A02R07,PERDITA VIALE D. ZACCAGNA C/O CANCELLO NUOVO PIGNONE MARINA DI CARRARA,CARRARA,MARINA DI CARRARA,ZACCAGNA,0,CARRARA,ACCIAIO,150.0,0.0,CLOSE,iso,2015,584775.6677,4876506.3381,707.39,POINT (584775.6677 4876506.3381)
3313,584537,15ODL259144,25A01R16,perdita rete idrica su stada provinciale in loc maestà dei  saldi,licciana,MAESTÀ DEI SALDI,maestà dei saldi,snc,LICCIANA NARDI,PEAD,110.0,1.0,CLOSE,iso,2015,584340.6438,4903365.1269,768.34,POINT (584340.6438 4903365.1269)
3314,584760,15ODL259436,25A01R16,perdita rete idrica su strada prov in loc maestà dei saldi,licciana,MAESTÀ DEI  SALDI,maestà dei saldi,,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,584700.1927,4903590.3765,512.23,POINT (584700.1927 4903590.3765)
3316,593052,15ODL267866,25A01R16,perdita rete idrica su strada provinciale in loc maestà dei saldi,licciana,MAESTÀ DEI SALDI,maestà,snc,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,585114.0205,4903833.7058,256.11,POINT (585114.0205 4903833.7058)
3321,601298,15ODL276490,25A01R16,perdita rete idrica su strada provinciale in loc maestà dei saldi,LICCIANA NARDI,LICCIANA NARDI,VIA MAESTA'DEI SALDI 0,snc,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,585293.006,4904024.093,275.77,POINT (585293.006 4904024.093)
3322,601324,15ODL276527,10A02R06,PERDITA VIALE MONZONI 3 BIS AVENZA,CARRARA,AVENZA,VIALE MONZONI,3 BIS,CARRARA,ACCIAIO,200.0,0.0,CLOSE,iso,2015,584317.0102,4878010.9131,487.33,POINT (584317.0102 4878010.9131)
3324,601610,15ODL276929,25A01R16,perdita rete idrica su strada provinciale in loc maestà dei saldi,licciana,MAESTÀ DEI SALDI,maestà dei saldi,snc,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,585261.9854,4903943.5992,256.11,POINT (585261.9854 4903943.5992)
3327,606208,15ODL281694,25A01R16,perdita rete idrica su strada provinciale in loc maestà dei saldi,licciana,MAESTÀ DEI SALDI,maestà dei saldi,snc,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,584773.2545,4903633.451,256.11,POINT (584773.2545 4903633.451)
3329,606669,15ODL282304,25A01R16,perdita su stradaprov in loc maestà dei saldi,licciana,MAESTÀ DEI SALDI,maestà dei saldi,,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,585291.0566,4903891.6409,256.11,POINT (585291.0566 4903891.6409)
3354,622930,16ODL111924,10A03R01,PERDITA VIA CENTRALE NUOVA DI FONTIA 21,CARRARA,FONTIA,CENTRALE NUOVA DI FONTIA,21,CARRARA,ACCIAIO,90.0,2.0,CLOSE,iso,2016,585232.4543,4880736.2802,287.81,POINT (585232.4543 4880736.2802)
3357,1077128,17ODL247829,02A03R01,perdita rete idrica in loc albiano,aulla,ALBIANO,libertà,snc,AULLA,PEAD,90.0,0.0,CLOSE,iso,2017,572511.631,4891524.5982,833.06,POINT (572511.631 4891524.5982)
3363,1090521,17ODL261225,02A03R01,Perdita acqua dalla rete,AULLA,ALBIANO MAGRA,VIA DELLA LIBERTA' 3,,AULLA,PEAD,90.0,0.0,CLOSE,iso,2017,572515.7385,4891530.9798,1181.94,POINT (572515.7385 4891530.9798)
3366,1098774,17ODL269481,39A01R01,Perdita acqua dalla rete,PONTREMOLI,PONTREMOLI,LOCALITA' COSTA SANTA CRISTINA 88,88,PONTREMOLI,ACCIAIO,125.0,0.0,CLOSE,iso,2017,571356.9151,4912714.6069,256.11,POINT (571356.9151 4912714.6069)
3390,563836,15ODL237764,25A01R12,perdita rete idrica su strada prov. in loc ariella  via provinciale n 49,LICCIANA NARDI,ARIELLA - LICCIANA NARDI,VIA PROVINCIALE 49,49,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,583204.9106,4902251.317,256.11,POINT (583204.9106 4902251.317)
3391,569686,15ODL243517,25A01R12,perdita rete idrica  su strada provinciale massese n 74 eseguita il 30 10 2015,licciana,LICCIANA,VIA PROVINCIALE,67,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,583263.0225,4902370.1475,256.11,POINT (583263.0225 4902370.1475)
3392,569770,15ODL243633,02A02R03,perdita rete idrica su strada prov olivola c/o civico di via collina n 1,AULLA,OLIVOLA,VIA COLLINA 1,1,AULLA,FERRO,168.0,0.0,CLOSE,iso,2015,581992.6094,4897822.4854,327.95,POINT (581992.6094 4897822.4854)
3395,570006,15ODL243952,02A02R03,perdita rete idrica su strada provinciale in loc olivola,aulla,OLIVOLA,olivola,snc,AULLA,FERRO,160.0,0.0,CLOSE,iso,2015,582030.8311,4897767.5176,327.95,POINT (582030.8311 4897767.5176)
3398,574636,15ODL248453,25A01R16,perdita rete idrica su strada provinciale in loc ariella,licciana,ARIELLA,ariella,snc,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,583176.4793,4902176.8346,512.23,POINT (583176.4793 4902176.8346)
3401,575298,15ODL249289,25A01R16,perdita rete idrica  in loc s. martino monti di licciana,licciana,S. MARTINO,s.martino,snc,LICCIANA NARDI,FERRO,110.0,0.0,CLOSE,iso,2015,581388.995,4900602.5652,256.11,POINT (581388.995 4900602.5652)
3402,575595,15ODL249658,02A02R03,perdita rete idrica su strada provinciale in loc valenza,aulla,VALENZA,valenza,snc,AULLA,FERRO,140.0,0.0,CLOSE,iso,2015,581379.7372,4897839.2679,250.31,POINT (581379.7372 4897839.2679)
3406,579129,15ODL253415,04A04R21,Perdita acqua dalla rete,BAGNONE,BAGNONE,LOC IERA 2,2,BAGNONE,FERRO,200.0,0.0,CLOSE,iso,2015,582069.6859,4909175.0911,358.04,POINT (582069.6859 4909175.0911)
3409,579858,15ODL254376,25A01R16,perdita rete idrica in loc ariella su strada provinciale,LICCIANA NARDI,LICCIANA NARDI,VIA ARIELLA 0,69,LICCIANA NARDI,PEAD,90.0,0.0,CLOSE,iso,2015,582985.2412,4902020.7503,256.11,POINT (582985.2412 4902020.7503)
3410,583652,15ODL258121,02A02R03,perdita rete idrica in loc sanacco di quercia,AULLA,QUERCIA,VIA SANACCO 0,snc,AULLA,FERRO,90.0,0.0,CLOSE,iso,2015,580032.5268,4897752.8753,208.38,POINT (580032.5268 4897752.8753)
3411,584018,15ODL258557,25A01R12,perdita rete idrica in loc licciana c/o gatticini ( nel terreno),licciana,LICCIANA,licciana,,LICCIANA NARDI,ACCIAIO,90.0,0.0,CLOSE,iso,2015,582643.8724,4901675.2736,227.38,POINT (582643.8724 4901675.2736)
3412,584783,15ODL259465,02A02R03,perdita rete idrica in loc collina su strada sterrata,AULLA,OLIVOLA,VIA COLLINA 2,2,AULLA,FERRO,140.0,0.0,CLOSE,iso,2015,581811.5384,4897757.1765,310.23,POINT (581811.5384 4897757.1765)
3415,588350,15ODL262904,25A01R08,perdita rete idrica c/o gatticini nel campo,LICCIANA NARDI,LICCIANA NARDI,VIA DELLA RESISTENZA 8,8,LICCIANA NARDI,FERRO,90.0,0.0,CLOSE,iso,2015,582443.9491,4901492.0534,764.59,POINT (582443.9491 4901492.0534)
3417,588382,15ODL262954,25A01R16,perdita rete idrica su strada provinciale in loc maestà dei saldi,licciana,MAESTÀ DEI SALDI,maestà dei saldi,snc,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,583085.2653,4902086.3658,256.11,POINT (583085.2653 4902086.3658)
3420,1126811,17ODL298713,32A01R02,PERDITA STRADALE,mulazzo,ARPIOLA,arpiola,,MULAZZO,FERRO,140.0,0.0,CLOSE,iso,2017,571680.2948,4908065.5126,299.18,POINT (571680.2948 4908065.5126)
3424,1132721,17ODL304918,02A03R01,perdita rete idrica in loc albiano eseguite il 11 07 2017,aulla,ALBIANO,libertà,snc,AULLA,PEAD,90.0,2.0,CLOSE,iso,2017,572523.1806,4891530.8209,570.62,POINT (572523.1806 4891530.8209)
3425,1132724,17ODL304922,02A03R01,Perdita acqua dalla rete,AULLA,ALBIANO MAGRA,VIA DELLA LIBERTA' 1/D,,AULLA,PEAD,90.0,0.0,CLOSE,iso,2017,572517.3014,4891513.2898,570.53,POINT (572517.3014 4891513.2898)
3427,1132913,17ODL305177,02A03R01,Perdita acqua dalla rete eseguita il 12 07 2017,AULLA,ALBIANO MAGRA,0,,AULLA,PEAD,90.0,0.0,CLOSE,iso,2017,572513.1609,4891527.7548,253.4,POINT (572513.1609 4891527.7548)
3428,1132952,17ODL305242,02A03R01,sostituzione tratto di condotta idrica con rispettivi allacciamenti in loc albiano,aulla,ALBIANO,della libertà,snc,AULLA,PEAD,90.0,60.0,CLOSE,iso,2017,572514.994,4891521.1099,3075.34,POINT (572514.994 4891521.1099)
3451,597179,15ODL272093,25A01R16,perdita rete idrica su strada prov in loc campogrande licciana,LICCIANA NARDI,LICCIANA NARDI,VIA CAMPOGRANDE 0,,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,583159.4916,4902202.9404,687.58,POINT (583159.4916 4902202.9404)
3455,605970,15ODL281346,25A01R16,perdita rete idrica su strda prov n 74 in loc ariella c/o centro sportivo eseguita il 18 12 2015,licciana,ARIELLA,ariella,snc,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,582046.2668,4901326.1335,256.11,POINT (582046.2668 4901326.1335)
3456,606160,15ODL281623,25A01R16,perdita rete idrica su strada provinciale in loc ariella c/o civico n 61,LICCIANA NARDI,ARIELLA - LICCIANA NARDI,VIA PROVINCIALE MASSESE 61,61,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,583146.268,4902162.624,256.11,POINT (583146.268 4902162.624)
3458,606271,15ODL281788,25A01R16,perdita rete idrica su strada prov in loc ariella c/o civico n 57,LICCIANA NARDI,ARIELLA - LICCIANA NARDI,VIA PROVINCIALE MASSESE 0,57,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,582170.7924,4901055.4717,256.11,POINT (582170.7924 4901055.4717)
3459,606473,15ODL282018,25A01R16,perdita rete idrica su strada provinciale in loc goletta,licciana,GOLETTA,goletta,snc,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2015,581594.043,4900339.1382,256.11,POINT (581594.043 4900339.1382)
3487,592061,15ODL266589,27A09R04,"PERDITA RETE VIA DELLE MACCHIE, 152",MASSA,POVEROMO,VIA DELLE MACCHIE,152,MASSA,FERRO,100.0,0.0,CLOSE,iso,2015,591182.6349,4871194.6302,362.93,POINT (591182.6349 4871194.6302)
3489,592135,15ODL266713,27A10R04,"PERDITA ALLACCIO VIA OBERTENGHI, 10 ML DA VIA MALASPINA",MASSA,LA ROCCA,"VIA OBERTENGHI, 10 ML DA VIA MALASPINA",,MASSA,PVC,321.0,2.0,CLOSE,iso,2015,592011.9333,4876250.5909,298.98,POINT (592011.9333 4876250.5909)
3495,601572,15ODL276867,31A07R06,PERDITA GIA' ESEGUITA VIALE MARINA 53 LOC. CINQUALE,MONTIGNOSO,CINQUALE,VIALE MARINA,53,MONTIGNOSO,ACCIAIO,100.0,0.0,CLOSE,iso,2015,591638.3559,4870708.9939,287.81,POINT (591638.3559 4870708.9939)
3558,626662,16ODL115292,27A06R01,"PERDITA RETE VIA CONTI BRUNETTI, LOC. CASTAGNETOLA",MASSA,CASTAGNETOLA,VIA CONTI BRUNETTI,12,MASSA,PVC,110.0,0.0,CLOSE,iso,2016,591497.5272,4877643.0002,354.95,POINT (591497.5272 4877643.0002)
3559,627207,16ODL116081,27A06R01,PERDITA ALLACCIO S.P. 6 DI BERGIOLA KM 0+100,MASSA,CASTAGNETOLA,S.P. 6 DI BERGIOLA KM 0+100,,MASSA,FERRO,110.0,2.0,CLOSE,iso,2016,591265.2637,4877635.3592,854.37,POINT (591265.2637 4877635.3592)
3647,2805926,22ODL110791,27A06A09,perdita adduttrice ortola castagnetola VIA BERGIOLA 1 nel canale      bacci,MASSA,CASTAGNETOLA,VIA BERGIOLA 1,1,MASSA,PEAD,125.0,1.0,CLOSE,iso,2022,591229.46,4877703.75,855.77,POINT (591229.46 4877703.75)
3649,2829523,22ODL133990,24A01A02,PERDITA STRADALE,GIUNCUGNANO,MONTETONDO,montetondo,,GIUNCUGNANO,FERRO,90.0,0.0,CLOSE,iso,2022,600803.4834,4899965.1236,274.61,POINT (600803.4834 4899965.1236)
3652,2846408,22ODL150707,14A01A26,perdita rete ( intervento eseguito il 09 02 ),COMANO,CASTELLO,castello,,COMANO,PEAD,90.0,0.0,CLOSE,iso,2022,591470.162,4906852.529,284.9,POINT (591470.162 4906852.529)
3653,2858407,22ODL162271,27A10A04,Perdita acqua adduttrice capanelle san carlo VIA DEI COLLI 96          rappelli,MASSA,SAN CARLO,VIA DEI COLLI 96,96,MASSA,FERRO,150.0,0.0,CLOSE,iso,2022,592680.03,4877096.48,386.39,POINT (592680.03 4877096.48)
3654,2859672,22ODL163523,11A06A28,PERDITA ACQUA DALLA RETE,CASOLA IN LUNIGIANA,CASOLA,NEL BOSCO,,CASOLA IN LUNIGIANA,FERRO,90.0,0.0,COMP,iso,2022,594441.1218,4895607.999,0.0,POINT (594441.1218 4895607.999)
3655,2865177,22ODL168885,07A01A02,Perdita acqua dalla rete,CAMAIORE,PEDONA CAMAIORE,Da via carignoni Vs pedona nel bosco 0,,CAMAIORE,FERRO,100.0,0.0,CLOSE,iso,2022,603682.52,4864688.14,863.99,POINT (603682.52 4864688.14)
3656,2870973,22ODL174543,43A01A07,PERDITA su adduttrie,SILLANO,BOCCO,per Pradarena prima di capanne di sillano,,SILLANO,ACCIAIO,90.0,2.0,COMP,iso,2022,604495.4196,4900862.7346,0.0,POINT (604495.4196 4900862.7346)
3658,2877159,22ODL180667,07A01A05,PERDITA ACQUA DALLA RETE SEGNALATA DA IMPIANTISTA,CAMAIORE,MONTEBELLO,"DI CONTRA, 36",36,CAMAIORE,FIBROCEMENTO,150.0,4.0,COMP,iso,2022,603426.18,4865898.97,0.0,POINT (603426.18 4865898.97)
3659,2882089,22ODL185477,31A06A01,perdita adduttrice baccanella piazzetta  VIA SANTA MARIA 34         palai,MONTIGNOSO,CAPANNE,VIA SANTA MARIA 34,34,MONTIGNOSO,PEAD,110.0,0.0,COMP,iso,2022,593426.54,4874111.38,0.0,POINT (593426.54 4874111.38)
3718,459307,15ODL131141,10A06R01,Perdita acqua dalla rete,CARRARA,MISEGLIA,VIA FANTISCRITTI,000,CARRARA,PEAD,90.0,0.0,CLOSE,iso,2015,588767.0683,4881735.791,1758.02,POINT (588767.0683 4881735.791)
3730,467897,15ODL139772,10A06R01,Perdita acqua dalla rete,CARRARA,MISEGLIA,VIA FANTISCRITTI 1,,CARRARA,PEAD,90.0,0.0,CLOSE,iso,2015,588766.2252,4881734.3841,2439.08,POINT (588766.2252 4881734.3841)
3754,919572,16ODL422527,02A01R02,perdita rete idrica in loc frascara di aulla,aulla,FRASCARA,frascara,snc,AULLA,FERRO,140.0,0.0,CLOSE,iso,2016,578016.7687,4894921.0151,344.52,POINT (578016.7687 4894921.0151)
3772,771917,16ODL269985,27A09R03,Perdita acqua dalla rete VIA BAGAGLIONE 109,MASSA,MASSA,VIA BAGAGLIONE 109,,MASSA,PEAD,634.0,0.0,CLOSE,iso,2016,591420.5395,4874994.5568,298.98,POINT (591420.5395 4874994.5568)
3774,776207,16ODL274296,31A07R06,PERDITA STRADALE VIALE MARINA PRESSO PARK HOTEL,MONTIGNOSO,CINQUALE,VIALE MARINA PRESSO PARK HOTEL,,MONTIGNOSO,FERRO,150.0,0.0,CLOSE,iso,2016,591647.4814,4870722.3208,287.81,POINT (591647.4814 4870722.3208)
3775,776247,16ODL274355,27A09R04,"PERDITA RETE VIA DELLE MACCHIE, 117",MASSA,POVEROMO,VIA DELLE MACCHIE,117,MASSA,PEAD,90.0,0.0,CLOSE,iso,2016,591173.6203,4871195.0789,280.2,POINT (591173.6203 4871195.0789)
3781,777731,16ODL276162,31A07R06,PERDITA RETE VIALE MARINA C/O PANIFICIO DEL FREO LOC. CINQUALE,MONTIGNOSO,CINQUALE,"VIALE MARINA, C/O PANIFICIO DEL FREO",,MONTIGNOSO,FERRO,90.0,0.0,CLOSE,iso,2016,592056.8687,4871057.2666,287.81,POINT (592056.8687 4871057.2666)
3789,790322,16ODL289163,27A09R01,Perdita acqua dalla rete VIA DELLE GORINE,MASSA,MASSA,VIA DELLE GORINE 0,,MASSA,PEAD,110.0,3.0,CLOSE,iso,2016,591780.4204,4874576.4442,1257.26,POINT (591780.4204 4874576.4442)
3794,491360,15ODL163039,03A01A03,PERDITA STRADALE,Bagni di Lucca,STRADA PER RIOLO,0,,BAGNI DI LUCCA,FERRO,140.0,0.0,CLOSE,iso,2015,626612.5232,4877086.0088,352.45,POINT (626612.5232 4877086.0088)
3798,504567,15ODL175789,07A08A35,perdita,camaiore,ANTICIANA,anticiana,0,CAMAIORE,FERRO,100.0,0.0,CLOSE,iso,2015,612368.835,4864521.7449,294.5,POINT (612368.835 4864521.7449)
3801,517597,15ODL189473,10A01R02,PERDITA (ESEG)VIA DON MINZONI 23 BIS CARRARA,CARRARA,CARRARA,DON MINZONI,23 B,CARRARA,ACCIAIO,250.0,0.0,CLOSE,iso,2015,587898.9219,4880830.2024,409.61,POINT (587898.9219 4880830.2024)
3810,522462,15ODL194542,27A09R02,PERDITA RETE VIA BOZZONE SOTTO PONTE AUTOSTRADA,MASSA,MARINA DI MASSA,"VIA BOZZONE, SOTTO PONTE AUTOSTRADA",,MASSA,FERRO,100.0,0.0,CLOSE,iso,2015,587495.373,4875605.1228,301.78,POINT (587495.373 4875605.1228)
3814,526144,15ODL198282,50A01A06,riparazione perdita add.alpe col dei venti,villa collemandina,ALPE DI MASSA,alpe di massa,,VILLA COLLEMANDINA,FERRO,110.0,0.0,CLOSE,iso,2015,613010.1228,4894400.1771,782.4,POINT (613010.1228 4894400.1771)
3828,541245,15ODL214229,12A01A43,Perdita acqua dalla rete,CASTELNUOVO GARFAGNANA,CASTELNUOVO GARFAGNANA,S.R. 445 0,0,CASTELNUOVO GARFAGNANA,PEAD,90.0,1.0,CLOSE,iso,2015,611729.2464,4885857.5534,316.8,POINT (611729.2464 4885857.5534)
3832,553806,15ODL227228,10A12R02,PERDITA VIA SORGNANO 200 MT SOPRA PARCO PADULA SORGNANO,CARRARA,SORGNANO,SORGNANO,0,CARRARA,PEAD,90.0,0.0,CLOSE,iso,2015,587443.7011,4881721.1294,287.81,POINT (587443.7011 4881721.1294)
3836,569923,15ODL243836,10A12R02,PERDITA VIA SORGNANO LOC. SORGNANO SOPRA PARCO PADULA,CARRARA,SORGNANO,SORGNANO,50,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2015,587327.7127,4881801.086,287.81,POINT (587327.7127 4881801.086)
3837,571036,15ODL244893,27A09R01,PERDITA  RETE  VIA PONTESTRADA - VIA CANDIA,MASSA,CODUPINO,VIA PONTESTRADA - VIA CANDIA,,MASSA,PEAD,110.0,0.0,CLOSE,iso,2015,587704.6256,4876855.8687,280.2,POINT (587704.6256 4876855.8687)
3838,574293,15ODL248077,33A03A24,Perdita acqua dalla rete,PESCAGLIA,FIANO,FOBIA 0,0,PESCAGLIA,FERRO,125.0,2.0,CLOSE,iso,2015,615207.6229,4866442.8159,396.8,POINT (615207.6229 4866442.8159)
3842,574531,15ODL248325,27A09R01,"PERDITA RETE VIA DORSALE, C/O FOSSO RICORTOLA",MASSA,ZONA IND.LE,"VIA DORSALE, C/O FOSSO RICORTOLA",,MASSA,PVC,90.0,0.0,CLOSE,iso,2015,587880.2756,4876006.6399,82.73,POINT (587880.2756 4876006.6399)
3843,579037,15ODL253287,10A12R02,PERDITA VIA SORGNANO 100 MT DOPO INGRESSO PARCO PADULA CARRARA,CARRARA,SORGNANO,SORGNANO,0,CARRARA,PEAD,90.0,0.0,CLOSE,iso,2015,587437.9866,4881721.3494,575.63,POINT (587437.9866 4881721.3494)
3846,583692,15ODL258185,10A01R02,Perdita acqua dalla rete,CARRARA,CARRARA,CAVOUR,8,CARRARA,PEAD,110.0,2.0,CLOSE,iso,2015,587959.9265,4881054.1234,967.88,POINT (587959.9265 4881054.1234)
3848,588426,15ODL263013,27A09R02,"SOSTITUZIONE TRATTO TUBAZIONE DE 90 VIA TRENTO, 2",MASSA,BONDANO DI MARINA DI MASSA,VIA TRENTO,2,MASSA,PEAD,90.0,7.0,CLOSE,iso,2015,587806.5948,4874487.1182,924.99,POINT (587806.5948 4874487.1182)
3857,955105,17ODL122573,02A01R01,perdita rete idrica in loc aulla q.re matteotti,aulla,AULLA,q.re matteotti,snc,AULLA,FERRO,272.0,0.0,CLOSE,iso,2017,577450.0577,4895085.0477,1176.1,POINT (577450.0577 4895085.0477)
3930,617820,16ODL106275,10A01R02,PERDITA GIA' ESEGUITA VIA CAVOUR ANGOLO VIA ROMA CARRARA,CARRARA,CARRARA,Cavour angolo v roma,11,CARRARA,PEAD,110.0,0.0,CLOSE,iso,2016,587963.9465,4881021.6246,287.81,POINT (587963.9465 4881021.6246)
3935,626917,16ODL115652,27A09R02,Perdita acqua dalla rete VIA MULAZZO 11,MASSA,MASSA,VIA MULAZZO 11,,MASSA,PVC,90.0,0.0,CLOSE,iso,2016,587517.1635,4874827.9533,280.2,POINT (587517.1635 4874827.9533)
3957,626889,16ODL115612,25A01R08,perdita rete idrica nel terreno in loc trinala licciana,licciana,TRINALA,trinala,snc,LICCIANA NARDI,FERRO,90.0,0.0,CLOSE,iso,2016,581472.8301,4900903.3527,227.38,POINT (581472.8301 4900903.3527)
3970,631983,16ODL121383,10A02R06,Perdita acqua dalla rete,CARRARA,CARRARA,VIA FOSSA MAESTRA 0,,CARRARA,PEAD,90.0,0.0,CLOSE,iso,2016,583262.0354,4878837.2567,287.81,POINT (583262.0354 4878837.2567)
3979,661462,16ODL152502,10A02R08,PERDITA VIA VENEZIA 118 LOC. MARINA DI CARRARA,CARRARA,MARINA DI CARRARA,VENEZIA,118,CARRARA,GHISA,100.0,0.0,CLOSE,iso,2016,582734.8852,4876992.35,938.78,POINT (582734.8852 4876992.35)
3994,1070991,17ODL241665,25A03R43,Mancata fornitura idrica,LICCIANA NARDI,TERRAROSSA - LICCIANA NARDI,VIA CISA 80,,LICCIANA NARDI,FERRO,90.0,0.0,CLOSE,iso,2017,576627.2833,4898982.0039,785.51,POINT (576627.2833 4898982.0039)
4033,437891,15ODL109023,35A05R01,Perdita acqua dalla rete VIA MONTISCENDI c/o ponte  carrabile cimitero strettoia,PIETRASANTA,STRETTOIA PIETRASANTA,montiscendi,snc,PIETRASANTA,PEAD,110.0,0.0,CLOSE,iso,2015,595907.9067,4871677.3026,485.53,POINT (595907.9067 4871677.3026)
4038,468125,15ODL140065,35A05R01,Perdita acqua dalla rete v. Montiscendi 180,PIETRASANTA,STRETTOIA PIETRASANTA,via montiscendi 180,180,PIETRASANTA,FERRO,90.0,0.0,CLOSE,iso,2015,595849.1601,4871539.9179,291.8,POINT (595849.1601 4871539.9179)
4043,480717,15ODL152284,20A01R01,Perdita acqua dalla rete Via xx settembre ang v barbiera 0,FORTE DEI MARMI,FORTE DEI MARMI,Via xx settembre ang v barbiera 0,,FORTE DEI MARMI,ACCIAIO,168.0,0.0,CLOSE,iso,2015,595073.6075,4868082.612,346.05,POINT (595073.6075 4868082.612)
4050,699635,16ODL193171,10A12R02,PERDITA STRADALE (TORNANTE SOPRA ENTRATA PADULA),CARRARA,PADULA,SORGNANO,000,CARRARA,PEAD,90.0,0.0,CLOSE,iso,2016,587427.3665,4881725.1592,287.81,POINT (587427.3665 4881725.1592)
4082,630489,16ODL119548,10A02R04,PERDITA VIA CAVAIOLA ANG. VIA BOLFANO ( SENTIRE POLI) FOSSONE,CARRARA,FOSSONE,CAVAIOLA ANG. BOLFANO,0,CARRARA,ACCIAIO,100.0,0.0,CLOSE,iso,2016,584385.5515,4879101.719,287.81,POINT (584385.5515 4879101.719)
4093,627074,16ODL115875,10A02R06,PERDITA VIA PROV.LE AVENZA SARZANA 81 LOC. AVENZA,CARRARA,AVENZA,PROV.LE AVENZA SARZANA,81,CARRARA,ACCIAIO,150.0,0.0,CLOSE,iso,2016,584013.6671,4878713.7929,341.32,POINT (584013.6671 4878713.7929)
4166,688406,16ODL181273,25A01R16,Perdita acqua dalla rete,LICCIANA NARDI,LICCIANA NARDI,VIA ARIELLA 43,,LICCIANA NARDI,PEAD,110.0,0.0,CLOSE,iso,2016,583070.8098,4902029.08,256.11,POINT (583070.8098 4902029.08)
4174,746159,16ODL242779,10A12R02,PERDITA STRADALE,CARRARA,SORGNANO,SORGNANO,50,CARRARA,PEAD,90.0,0.0,CLOSE,iso,2016,587349.2632,4881780.7289,309.98,POINT (587349.2632 4881780.7289)
